id,from_stop,to_stop,distance_km,mean_travel_time,std_travel_time,p50_time,p90_time,p95_time,traffic_condition,lognormal_mu,lognormal_sigma
S027_S051,S027,S051,17.233,40.08,9.54,38.99,52.68,57.36,normal,3.6634,0.2346
S051_S027,S051,S027,17.233,41.84,9.13,40.87,53.89,58.27,normal,3.7105,0.2156
S027_S052,S027,S052,5.905,11.89,2.48,11.64,15.17,16.35,light,2.4543,0.2067
S052_S027,S052,S027,5.905,12.25,2.68,11.97,15.79,17.09,light,2.4821,0.2165
S027_S053,S027,S053,11.228,29.08,8.12,28.01,39.8,43.96,heavy,3.3326,0.274
S053_S027,S053,S027,11.228,30.12,7.49,29.23,40.01,43.73,heavy,3.3751,0.245
S027_S055,S027,S055,6.694,10.69,3.61,10.13,15.43,17.39,normal,2.3153,0.3285
S055_S027,S055,S027,6.694,10.51,3.48,9.97,15.08,16.96,normal,2.2999,0.3227
S027_S056,S027,S056,14.741,39.31,9.46,38.22,51.82,56.48,normal,3.6434,0.2374
S056_S027,S056,S027,14.741,41.8,10.19,40.61,55.26,60.29,normal,3.7041,0.2402
S027_S057,S027,S057,3.949,9.95,2.14,9.73,12.78,13.8,normal,2.2755,0.2124
S057_S027,S057,S027,3.949,10.3,1.98,10.12,12.91,13.83,normal,2.3143,0.1902
S027_S058,S027,S058,12.756,31.52,7.56,30.65,41.5,45.22,normal,3.4226,0.2365
S058_S027,S058,S027,12.756,29.43,7.87,28.43,39.82,43.81,normal,3.3473,0.263
S027_S060,S027,S060,15.673,25.74,8.88,24.33,37.4,42.24,normal,3.1917,0.3354
S060_S027,S060,S027,15.673,27.59,8.66,26.32,39.0,43.59,normal,3.2704,0.3067
S027_S062,S027,S062,3.766,7.63,2.32,7.3,10.68,11.9,normal,1.988,0.297
S062_S027,S062,S027,3.766,7.71,2.39,7.36,10.86,12.12,normal,1.9966,0.303
S027_S063,S027,S063,15.765,51.08,16.54,48.59,72.84,81.68,heavy,3.8835,0.3157
S063_S027,S063,S027,15.765,53.27,15.05,51.27,73.14,80.88,heavy,3.9371,0.2771
S027_S065,S027,S065,16.665,35.51,10.51,34.05,49.36,54.84,normal,3.5277,0.2898
S065_S027,S065,S027,16.665,34.31,9.84,32.98,47.29,52.37,normal,3.4958,0.2812
S027_S066,S027,S066,17.24,34.94,11.95,33.06,50.64,57.14,heavy,3.4982,0.3327
S066_S027,S066,S027,17.24,35.62,11.36,33.94,50.58,56.62,heavy,3.5245,0.3112
S027_S067,S027,S067,0.921,1.51,0.48,1.43,2.14,2.4,light,0.3608,0.3132
S067_S027,S067,S027,0.921,1.53,0.48,1.46,2.17,2.43,light,0.3797,0.3078
S027_S068,S027,S068,11.94,27.2,7.67,26.18,37.32,41.26,normal,3.265,0.2765
S068_S027,S068,S027,11.94,26.81,7.02,25.94,36.08,39.62,normal,3.2556,0.2576
S027_S070,S027,S070,9.623,16.98,3.38,16.65,21.44,23.03,normal,2.8126,0.197
S070_S027,S070,S027,9.623,17.31,3.42,16.98,21.82,23.42,normal,2.8319,0.1956
S027_S071,S027,S071,11.736,24.69,3.94,24.38,29.88,31.66,heavy,3.1937,0.1588
S071_S027,S071,S027,11.736,22.93,3.83,22.62,27.97,29.7,heavy,3.1187,0.1657
S027_S072,S027,S072,6.589,15.87,2.48,15.68,19.14,20.25,normal,2.7525,0.1555
S072_S027,S072,S027,6.589,15.44,2.28,15.28,18.44,19.45,normal,2.7264,0.1468
S027_S073,S027,S073,13.836,46.35,16.17,43.77,67.58,76.42,heavy,3.7789,0.3388
S073_S027,S073,S027,13.836,47.63,16.52,45.0,69.32,78.35,heavy,3.8066,0.3371
S027_S075,S027,S075,15.201,25.46,6.85,24.58,34.5,37.97,normal,3.202,0.2643
S075_S027,S075,S027,15.201,24.14,6.79,23.24,33.1,36.58,normal,3.1459,0.2758
S028_S029,S028,S029,10.84,26.15,8.79,24.78,37.71,42.46,heavy,3.2102,0.3273
S029_S028,S029,S028,10.84,27.27,8.48,26.04,38.44,42.93,heavy,3.2596,0.3039
S028_S031,S028,S031,5.984,12.13,3.81,11.58,17.15,19.17,heavy,2.4489,0.3067
S031_S028,S031,S028,5.984,12.8,3.48,12.35,17.39,19.16,heavy,2.5137,0.267
S028_S032,S028,S032,12.743,24.34,4.24,23.97,29.93,31.87,normal,3.177,0.1731
S032_S028,S032,S028,12.743,23.67,4.17,23.31,29.17,31.08,normal,3.149,0.1749
S028_S033,S028,S033,6.562,12.77,2.45,12.55,16.01,17.15,light,2.5294,0.1901
S033_S028,S033,S028,6.562,11.98,2.56,11.71,15.36,16.59,light,2.4605,0.2116
S028_S036,S028,S036,15.526,26.94,9.36,25.45,39.23,44.34,normal,3.2366,0.3376
S036_S028,S036,S028,15.526,27.91,9.56,26.4,40.46,45.66,normal,3.2734,0.333
S028_S037,S028,S037,9.695,20.8,6.06,19.97,28.79,31.93,heavy,2.994,0.2854
S037_S028,S037,S028,9.695,21.16,5.84,20.4,28.86,31.84,heavy,3.0153,0.2708
S028_S038,S028,S038,5.932,10.95,3.82,10.34,15.96,18.06,normal,2.3358,0.339
S038_S028,S038,S028,5.932,11.7,3.91,11.1,16.84,18.95,normal,2.4065,0.3253
S028_S039,S028,S039,17.257,32.43,9.59,31.1,45.08,50.08,normal,3.4371,0.2897
S039_S028,S039,S028,17.257,32.39,8.98,31.21,44.24,48.83,normal,3.4408,0.2721
S028_S041,S028,S041,4.097,7.19,2.1,6.9,9.96,11.05,normal,1.9319,0.2858
S041_S028,S041,S028,4.097,6.62,1.9,6.36,9.12,10.1,normal,1.8501,0.2812
S028_S042,S028,S042,11.158,26.19,4.55,25.8,32.18,34.26,heavy,3.2505,0.1723
S042_S028,S042,S028,11.158,27.45,5.0,27.0,34.04,36.35,heavy,3.2959,0.1807
S028_S043,S028,S043,3.685,7.3,1.58,7.14,9.39,10.15,normal,1.9652,0.2143
S043_S028,S043,S028,3.685,6.73,1.49,6.57,8.7,9.42,normal,1.8829,0.2185
S028_S044,S028,S044,11.762,25.54,7.87,24.41,35.91,40.05,normal,3.1949,0.3011
S044_S028,S044,S028,11.762,24.72,7.95,23.54,35.18,39.42,normal,3.1586,0.3135
S028_S046,S028,S046,1.843,2.96,0.51,2.92,3.63,3.87,normal,1.0707,0.1715
S046_S028,S046,S028,1.843,2.89,0.53,2.84,3.59,3.84,normal,1.0428,0.1837
S028_S047,S028,S047,12.261,28.94,4.51,28.59,34.88,36.89,heavy,3.3532,0.1549
S047_S028,S047,S028,12.261,27.52,4.81,27.11,33.86,36.06,heavy,3.2999,0.1735
S028_S048,S028,S048,4.241,8.49,2.09,8.25,11.25,12.28,heavy,2.1099,0.2422
S048_S028,S048,S028,4.241,8.9,2.15,8.65,11.73,12.79,heavy,2.1573,0.2381
S028_S049,S028,S049,11.669,22.14,6.1,21.34,30.18,33.3,normal,3.0606,0.2704
S049_S028,S049,S028,11.669,23.54,6.05,22.8,31.53,34.56,normal,3.1266,0.253
S028_S051,S028,S051,13.974,29.57,9.92,28.03,42.61,47.97,heavy,3.3333,0.3266
S051_S028,S051,S028,13.974,31.15,9.52,29.79,43.7,48.71,heavy,3.3942,0.2989
S028_S052,S028,S052,8.916,12.46,2.65,12.18,15.96,17.23,light,2.5001,0.2107
S052_S028,S052,S028,8.916,11.88,2.75,11.57,15.51,16.86,light,2.4484,0.2288
S028_S053,S028,S053,1.877,2.97,0.97,2.82,4.24,4.76,normal,1.0359,0.3193
S053_S028,S053,S028,1.877,2.76,0.9,2.62,3.95,4.43,normal,0.9641,0.3191
S028_S054,S028,S054,9.602,20.04,4.36,19.58,25.8,27.9,heavy,2.9745,0.2153
S054_S028,S054,S028,9.602,20.44,4.66,19.93,26.6,28.87,heavy,2.9923,0.2252
S028_S056,S028,S056,3.374,5.15,1.17,5.02,6.7,7.27,light,1.6133,0.225
S056_S028,S056,S028,3.374,5.45,1.23,5.31,7.08,7.67,light,1.6704,0.2234
S028_S057,S028,S057,10.358,23.24,4.95,22.73,29.77,32.13,heavy,3.1236,0.2105
S057_S028,S057,S028,10.358,22.39,4.54,21.94,28.38,30.53,heavy,3.0884,0.2007
S028_S058,S028,S058,1.421,2.16,0.48,2.1,2.8,3.03,normal,0.744,0.2216
S058_S028,S058,S028,1.421,2.06,0.46,2.01,2.67,2.9,normal,0.6972,0.2229
S028_S059,S028,S059,17.899,59.8,18.36,57.17,83.99,93.66,heavy,4.046,0.3001
S059_S028,S059,S028,17.899,63.76,18.15,61.32,87.71,97.07,heavy,4.1161,0.2792
S028_S061,S028,S061,14.827,39.54,9.75,38.39,52.42,57.25,normal,3.6479,0.2429
S061_S028,S061,S028,14.827,37.35,9.44,36.22,49.82,54.52,normal,3.5895,0.2487
S028_S062,S028,S062,8.645,16.38,5.32,15.58,23.38,26.23,normal,2.7459,0.3167
S062_S028,S062,S028,8.645,17.1,4.94,16.43,23.62,26.17,normal,2.7991,0.2831
S028_S063,S028,S063,3.884,5.91,1.86,5.64,8.36,9.34,normal,1.7294,0.307
S063_S028,S063,S028,3.884,5.63,1.69,5.39,7.85,8.73,normal,1.6853,0.293
S028_S064,S028,S064,11.08,30.16,9.74,28.71,42.99,48.2,heavy,3.3571,0.315
S064_S028,S064,S028,11.08,27.77,10.58,25.95,41.61,47.56,heavy,3.2562,0.3683
S028_S066,S028,S066,8.109,11.57,3.11,11.17,15.68,17.26,light,2.4136,0.2642
S066_S028,S066,S028,8.109,11.26,3.35,10.79,15.68,17.43,light,2.379,0.2914
S028_S067,S028,S067,11.491,28.65,8.69,27.42,40.11,44.67,normal,3.3113,0.2966
S067_S028,S067,S028,11.491,27.79,8.82,26.49,39.41,44.11,normal,3.2768,0.3099
S028_S068,S028,S068,3.647,7.75,2.54,7.36,11.1,12.46,normal,1.9963,0.3201
S068_S028,S068,S028,3.647,7.38,2.44,7.01,10.58,11.89,normal,1.9467,0.3217
S028_S069,S028,S069,14.021,25.77,7.85,24.65,36.11,40.23,normal,3.2048,0.2978
S069_S028,S069,S028,14.021,24.19,7.3,23.16,33.81,37.64,normal,3.1425,0.2951
S028_S071,S028,S071,8.135,15.1,2.31,14.93,18.14,19.17,light,2.7032,0.1522
S071_S028,S071,S028,8.135,14.39,2.24,14.22,17.35,18.35,light,2.6548,0.1549
S028_S072,S028,S072,5.876,12.43,2.22,12.23,15.35,16.37,normal,2.5043,0.1769
S072_S028,S072,S028,5.876,12.58,2.07,12.41,15.3,16.24,normal,2.5184,0.1635
S028_S073,S028,S073,2.03,5.83,1.91,5.53,8.34,9.37,heavy,1.711,0.3201
S073_S028,S073,S028,2.03,5.41,1.73,5.15,7.69,8.61,heavy,1.6387,0.3127
S028_S074,S028,S074,16.133,24.16,3.87,23.86,29.25,30.99,normal,3.172,0.1591
S074_S028,S074,S028,16.133,22.43,3.81,22.12,27.46,29.19,normal,3.0964,0.1687
S029_S030,S029,S030,10.02,23.5,6.33,22.69,31.85,35.06,normal,3.1221,0.2645
S030_S029,S030,S029,10.02,23.99,6.57,23.14,32.66,36.01,normal,3.1415,0.2689
S029_S033,S029,S033,6.375,12.37,2.74,12.08,15.98,17.3,normal,2.4915,0.2185
S033_S029,S033,S029,6.375,13.0,2.85,12.7,16.77,18.14,normal,2.5414,0.2168
S029_S034,S029,S034,10.684,18.1,4.65,17.53,24.24,26.56,normal,2.864,0.2526
S034_S029,S034,S029,10.684,18.3,4.27,17.82,23.93,26.02,normal,2.8802,0.2302
S029_S035,S029,S035,15.982,34.02,9.86,32.68,47.03,52.13,heavy,3.4868,0.2839
S035_S029,S035,S029,15.982,33.78,10.22,32.33,47.26,52.62,heavy,3.4761,0.296
S029_S038,S029,S038,7.011,11.62,2.82,11.29,15.35,16.74,normal,2.4239,0.2396
S038_S029,S038,S029,7.011,12.45,2.62,12.18,15.91,17.16,normal,2.5,0.2084
S029_S039,S029,S039,6.458,9.71,1.96,9.52,12.29,13.21,normal,2.253,0.1996
S039_S029,S039,S029,6.458,9.54,2.04,9.33,12.23,13.2,normal,2.2332,0.211
S029_S040,S029,S040,11.777,20.02,6.16,19.13,28.13,31.38,normal,2.9512,0.3008
S040_S029,S040,S029,11.777,19.87,5.58,19.13,27.23,30.1,normal,2.951,0.2756
S029_S043,S029,S043,7.174,18.44,4.06,18.01,23.81,25.77,heavy,2.891,0.2177
S043_S029,S043,S029,7.174,19.46,3.89,19.09,24.59,26.42,heavy,2.949,0.1977
S029_S044,S029,S044,2.17,3.82,1.01,3.69,5.16,5.67,light,1.3065,0.2605
S044_S029,S044,S029,2.17,3.76,1.06,3.62,5.16,5.7,light,1.2873,0.2752
S029_S045,S029,S045,17.417,58.44,15.27,56.54,78.6,86.28,heavy,4.035,0.2569
S045_S029,S045,S029,17.417,61.18,15.37,59.34,81.48,89.14,heavy,4.0832,0.2474
S029_S048,S029,S048,6.666,13.32,3.1,12.98,17.42,18.93,normal,2.5632,0.2296
S048_S029,S048,S029,6.666,13.43,3.39,13.02,17.91,19.6,normal,2.5663,0.2489
S029_S049,S029,S049,2.511,6.85,1.49,6.7,8.83,9.55,heavy,1.9014,0.2156
S049_S029,S049,S029,2.511,7.16,1.48,7.02,9.11,9.81,heavy,1.9484,0.2038
S029_S050,S029,S050,15.528,33.32,8.63,32.26,44.71,49.04,heavy,3.4737,0.2547
S050_S029,S050,S029,15.528,31.58,8.92,30.39,43.35,47.94,heavy,3.4141,0.2771
S029_S053,S029,S053,12.595,20.54,6.01,19.72,28.46,31.58,normal,2.9815,0.2864
S053_S029,S053,S029,12.595,19.27,6.12,18.37,27.33,30.59,normal,2.9107,0.31
S029_S054,S029,S054,1.325,3.77,0.64,3.71,4.61,4.9,heavy,1.3118,0.1683
S054_S029,S054,S029,1.325,3.57,0.7,3.5,4.49,4.82,heavy,1.2541,0.1933
S029_S055,S029,S055,15.917,40.83,7.01,40.24,50.07,53.26,normal,3.6948,0.1705
S055_S029,S055,S029,15.917,42.6,6.84,42.06,51.61,54.69,normal,3.7391,0.1596
S029_S058,S029,S058,12.081,30.69,8.66,29.54,42.12,46.57,heavy,3.3857,0.2767
S058_S029,S058,S029,12.081,29.3,8.03,28.26,39.9,44.0,heavy,3.3415,0.2691
S029_S059,S029,S059,7.323,11.11,3.34,10.64,15.52,17.27,light,2.3645,0.2945
S059_S029,S059,S029,7.323,11.57,3.45,11.09,16.12,17.92,light,2.4056,0.2921
S029_S063,S029,S063,7.998,20.86,4.34,20.42,26.59,28.66,heavy,3.0165,0.2061
S063_S029,S063,S029,7.998,19.84,4.5,19.35,25.79,27.98,heavy,2.9627,0.2241
S029_S064,S029,S064,5.525,11.7,3.09,11.31,15.78,17.34,normal,2.426,0.2596
S064_S029,S064,S029,5.525,12.48,3.36,12.06,16.92,18.62,normal,2.4895,0.2644
S029_S065,S029,S065,10.45,23.28,7.75,22.09,33.48,37.66,heavy,3.0951,0.3243
S065_S029,S065,S029,10.45,23.59,7.93,22.36,34.01,38.3,heavy,3.1074,0.3271
S029_S068,S029,S068,8.171,15.22,4.86,14.5,21.62,24.22,normal,2.6741,0.3118
S068_S029,S068,S029,8.171,14.16,5.25,13.27,21.03,23.96,normal,2.5856,0.3592
S029_S069,S029,S069,3.57,5.18,0.78,5.12,6.2,6.55,normal,1.6334,0.1493
S069_S029,S069,S029,3.57,4.86,0.74,4.8,5.83,6.17,normal,1.5685,0.1523
S029_S070,S029,S070,9.574,34.28,8.1,33.36,44.98,48.95,heavy,3.5074,0.2331
S070_S029,S070,S029,9.574,34.97,8.44,33.99,46.12,50.28,heavy,3.526,0.2381
S029_S073,S029,S073,11.946,32.13,7.61,31.26,42.18,45.92,heavy,3.4423,0.2338
S073_S029,S073,S029,11.946,32.96,7.58,32.12,42.97,46.66,heavy,3.4696,0.2269
S029_S074,S029,S074,5.601,13.04,2.96,12.72,16.95,18.39,normal,2.5432,0.2241
S074_S029,S074,S029,5.601,13.75,2.76,13.49,17.39,18.69,normal,2.6016,0.1984
S029_S075,S029,S075,13.771,26.59,7.55,25.58,36.55,40.44,heavy,3.2417,0.2785
S075_S029,S075,S029,13.771,24.51,7.78,23.36,34.75,38.89,heavy,3.1512,0.3097
S030_S032,S030,S032,9.831,32.01,10.46,30.42,45.77,51.39,heavy,3.4151,0.3187
S032_S030,S032,S030,9.831,34.44,9.7,33.15,47.24,52.23,heavy,3.501,0.2764
S030_S034,S030,S034,11.506,27.9,8.68,26.64,39.34,43.92,normal,3.2824,0.304
S034_S030,S034,S030,11.506,29.66,9.02,28.37,41.55,46.29,normal,3.3455,0.2975
S030_S035,S030,S035,8.549,17.05,4.68,16.44,23.24,25.63,heavy,2.8,0.2697
S035_S030,S035,S030,8.549,17.08,4.73,16.46,23.33,25.75,heavy,2.8009,0.272
S030_S037,S030,S037,11.771,30.76,6.8,30.03,39.73,43.01,heavy,3.4022,0.2184
S037_S030,S037,S030,11.771,30.39,6.13,29.78,38.48,41.37,heavy,3.394,0.1997
S030_S039,S030,S039,12.197,22.9,6.78,21.95,31.84,35.37,normal,3.0889,0.29
S039_S030,S039,S030,12.197,22.9,6.66,21.99,31.69,35.14,normal,3.0907,0.2849
S030_S040,S030,S040,3.099,4.8,1.07,4.69,6.22,6.74,light,1.5444,0.2207
S040_S030,S040,S030,3.099,4.85,1.12,4.73,6.33,6.87,light,1.5538,0.2271
S030_S042,S030,S042,5.589,11.75,2.89,11.41,15.57,17.01,light,2.4343,0.2427
S042_S030,S042,S030,5.589,11.08,3.03,10.68,15.07,16.61,light,2.3687,0.2684
S030_S044,S030,S044,8.239,11.86,4.11,11.21,17.26,19.51,normal,2.4166,0.3369
S044_S030,S044,S030,8.239,11.8,3.77,11.24,16.75,18.76,normal,2.4192,0.3116
S030_S045,S030,S045,9.186,18.7,3.14,18.44,22.83,24.25,heavy,2.9145,0.1665
S045_S030,S045,S030,9.186,19.09,3.24,18.82,23.35,24.82,heavy,2.9348,0.1684
S030_S047,S030,S047,11.965,20.29,5.82,19.51,27.97,30.98,normal,2.9708,0.2812
S047_S030,S047,S030,11.965,21.26,5.6,20.56,28.66,31.49,normal,3.0234,0.2591
S030_S049,S030,S049,7.798,17.25,3.77,16.85,22.24,24.05,light,2.8245,0.2162
S049_S030,S049,S030,7.798,17.16,3.78,16.76,22.16,23.98,light,2.8191,0.2178
S030_S050,S030,S050,6.949,17.93,5.32,17.19,24.95,27.73,heavy,2.8445,0.2905
S050_S030,S050,S030,6.949,17.51,5.83,16.61,25.18,28.32,heavy,2.8103,0.3242
S030_S052,S030,S052,15.779,33.94,6.23,33.38,42.16,45.04,normal,3.5081,0.182
S052_S030,S052,S030,15.779,36.24,6.54,35.66,44.86,47.87,normal,3.5741,0.179
S030_S054,S030,S054,10.303,22.84,6.0,22.09,30.76,33.79,heavy,3.0951,0.2584
S054_S030,S054,S030,10.303,23.31,6.09,22.55,31.36,34.43,heavy,3.1159,0.2571
S030_S055,S030,S055,7.579,13.59,3.82,13.08,18.63,20.6,normal,2.5713,0.2759
S055_S030,S055,S030,7.579,14.26,3.92,13.75,19.43,21.43,normal,2.6213,0.2697
S030_S057,S030,S057,9.458,17.39,2.9,17.15,21.21,22.52,light,2.8422,0.1654
S057_S030,S057,S030,9.458,18.37,2.77,18.16,22.01,23.24,light,2.8994,0.1498
S030_S059,S030,S059,11.466,27.91,5.75,27.33,35.51,38.24,normal,3.3081,0.2041
S059_S030,S059,S030,11.466,25.74,5.31,25.21,32.75,35.26,normal,3.2271,0.2041
S030_S060,S030,S060,8.289,19.51,5.24,18.84,26.42,29.08,normal,2.9362,0.2637
S060_S030,S060,S030,8.289,20.01,5.1,19.39,26.74,29.29,normal,2.9646,0.2509
S030_S062,S030,S062,12.011,38.14,11.69,36.47,53.55,59.7,heavy,3.5964,0.2997
S062_S030,S062,S030,12.011,38.05,12.39,36.18,54.35,60.99,heavy,3.5885,0.3175
S030_S064,S030,S064,4.497,5.84,1.28,5.71,7.53,8.15,light,1.7422,0.216
S064_S030,S064,S030,4.497,6.28,1.3,6.15,8.0,8.62,light,1.8167,0.2051
S030_S065,S030,S065,3.482,7.34,2.33,6.99,10.41,11.64,heavy,1.945,0.3099
S065_S030,S065,S030,3.482,7.66,2.21,7.36,10.57,11.71,heavy,1.9954,0.2827
S030_S067,S030,S067,12.929,34.0,9.43,32.76,46.45,51.28,heavy,3.4892,0.2724
S067_S030,S067,S030,12.929,34.42,10.08,33.03,47.71,52.95,heavy,3.4975,0.2868
S030_S069,S030,S069,9.422,20.81,4.22,20.4,26.39,28.38,light,3.0154,0.2008
S069_S030,S069,S030,9.422,19.32,4.19,18.88,24.86,26.87,light,2.9383,0.2145
S030_S070,S030,S070,5.855,11.14,2.73,10.82,14.75,16.11,normal,2.3817,0.2417
S070_S030,S070,S030,5.855,10.93,2.85,10.58,14.69,16.12,normal,2.3587,0.2561
S030_S072,S030,S072,12.329,23.49,4.21,23.12,29.03,30.97,normal,3.1408,0.1776
S072_S030,S072,S030,12.329,21.65,4.56,21.19,27.68,29.86,normal,3.0535,0.2085
S030_S074,S030,S074,10.379,20.1,5.74,19.33,27.68,30.64,normal,2.9617,0.2801
S074_S030,S074,S030,10.379,20.69,5.22,20.07,27.58,30.18,normal,2.999,0.2482
S030_S075,S030,S075,4.366,8.76,2.43,8.44,11.97,13.22,heavy,2.1335,0.2724
S075_S030,S075,S030,4.366,8.92,2.51,8.59,12.22,13.51,heavy,2.1501,0.2756
S031_S033,S031,S033,8.74,16.24,3.31,15.91,20.61,22.18,light,2.7669,0.202
S033_S031,S033,S031,8.74,15.6,3.37,15.25,20.05,21.67,light,2.7245,0.2135
S031_S036,S031,S036,11.26,29.21,8.33,28.09,40.2,44.49,heavy,3.3355,0.2795
S036_S031,S036,S031,11.26,30.31,8.47,29.19,41.49,45.84,heavy,3.3737,0.2744
S031_S037,S031,S037,14.414,33.39,7.26,32.63,42.99,46.48,normal,3.4853,0.215
S037_S031,S037,S031,14.414,36.03,6.99,35.37,45.26,48.53,normal,3.5659,0.1923
S031_S038,S031,S038,8.001,18.37,2.79,18.16,22.04,23.28,light,2.8994,0.1508
S038_S031,S038,S031,8.001,16.94,2.56,16.75,20.31,21.45,light,2.8181,0.1504
S031_S041,S031,S041,6.45,16.07,3.84,15.63,21.15,23.04,normal,2.7493,0.2359
S041_S031,S041,S031,6.45,16.65,3.65,16.26,21.48,23.23,normal,2.789,0.2168
S031_S042,S031,S042,17.041,60.86,16.67,58.7,82.86,91.35,heavy,4.0724,0.2689
S042_S031,S042,S031,17.041,65.13,17.19,62.97,87.83,96.5,heavy,4.1427,0.2595
S031_S043,S031,S043,8.66,11.41,3.88,10.8,16.51,18.61,light,2.3797,0.3308
S043_S031,S043,S031,8.66,11.79,3.59,11.28,16.51,18.4,light,2.4229,0.2974
S031_S046,S031,S046,5.887,9.03,1.59,8.89,11.12,11.85,normal,2.1849,0.1746
S046_S031,S046,S031,5.887,9.6,1.65,9.46,11.77,12.53,normal,2.247,0.1707
S031_S047,S031,S047,17.066,51.07,12.43,49.63,67.49,73.64,heavy,3.9045,0.2399
S047_S031,S047,S031,17.066,52.21,13.48,50.55,70.01,76.78,heavy,3.9229,0.2541
S031_S048,S031,S048,9.248,20.16,4.74,19.62,26.42,28.75,normal,2.9766,0.2322
S048_S031,S048,S031,9.248,19.37,5.01,18.76,25.99,28.51,normal,2.9316,0.2545
S031_S051,S031,S051,10.908,23.76,3.86,23.45,28.84,30.58,normal,3.155,0.1614
S051_S031,S051,S031,10.908,23.12,3.52,22.86,27.76,29.33,normal,3.1294,0.1514
S031_S052,S031,S052,11.809,17.23,3.5,16.89,21.85,23.5,normal,2.8267,0.2009
S052_S031,S052,S031,11.809,16.05,3.83,15.61,21.11,22.99,normal,2.7478,0.2355
S031_S053,S031,S053,6.009,18.71,4.28,18.24,24.36,26.44,heavy,2.9036,0.2256
S053_S031,S053,S031,6.009,17.54,4.31,17.03,23.23,25.37,heavy,2.8351,0.2422
S031_S056,S031,S056,2.611,4.35,1.19,4.2,5.91,6.52,light,1.434,0.2679
S056_S031,S056,S031,2.611,4.64,1.24,4.48,6.27,6.9,light,1.4994,0.2623
S031_S057,S031,S057,15.693,39.13,6.44,38.61,47.61,50.52,normal,3.6534,0.1635
S057_S031,S057,S031,15.693,40.55,6.8,39.99,49.5,52.58,normal,3.6887,0.1664
S031_S058,S031,S058,4.781,10.9,2.72,10.57,14.49,15.84,light,2.3584,0.2458
S058_S031,S058,S031,4.781,11.65,2.81,11.33,15.36,16.75,light,2.4273,0.2377
S031_S061,S031,S061,10.082,22.13,6.42,21.26,30.6,33.93,normal,3.0567,0.2842
S061_S031,S061,S031,10.082,22.4,6.44,21.53,30.89,34.22,normal,3.0693,0.2818
S031_S062,S031,S062,13.262,19.5,4.84,18.93,25.89,28.3,normal,2.9407,0.2444
S062_S031,S062,S031,13.262,19.2,5.06,18.57,25.89,28.44,normal,2.9216,0.2591
S031_S063,S031,S063,6.862,10.77,1.77,10.62,13.09,13.89,normal,2.3631,0.1629
S063_S031,S063,S031,6.862,9.91,1.93,9.73,12.45,13.35,normal,2.275,0.1926
S031_S066,S031,S066,2.927,4.58,1.13,4.44,6.07,6.63,normal,1.4917,0.2428
S066_S031,S066,S031,2.927,4.46,1.08,4.33,5.89,6.42,normal,1.4654,0.2397
S031_S067,S031,S067,15.951,41.42,14.47,39.1,60.42,68.34,normal,3.6662,0.3394
S067_S031,S067,S031,15.951,38.71,14.57,36.23,57.78,65.94,normal,3.5898,0.3641
S031_S068,S031,S068,9.444,18.56,3.08,18.31,22.62,24.02,heavy,2.9074,0.165
S068_S031,S068,S031,9.444,19.33,2.95,19.11,23.22,24.54,heavy,2.9503,0.1519
S031_S071,S031,S071,7.636,23.73,6.19,22.96,31.91,35.02,heavy,3.1339,0.2566
S071_S031,S071,S031,7.636,24.34,5.94,23.65,32.19,35.13,heavy,3.1632,0.2406
S031_S072,S031,S072,10.451,21.04,3.61,20.74,25.79,27.43,normal,3.032,0.1701
S072_S031,S072,S031,10.451,20.57,3.31,20.31,24.92,26.41,normal,3.0109,0.1597
S031_S073,S031,S073,3.956,6.85,2.03,6.57,9.53,10.59,normal,1.8818,0.2908
S073_S031,S073,S031,3.956,6.34,1.84,6.09,8.77,9.72,normal,1.8064,0.2846
S032_S033,S032,S033,17.339,24.81,4.91,24.34,31.29,33.59,normal,3.1922,0.1958
S033_S032,S033,S032,17.339,23.08,4.95,22.56,29.61,31.98,normal,3.1164,0.2119
S032_S035,S032,S035,1.283,3.69,0.95,3.57,4.94,5.42,heavy,1.2737,0.2527
S035_S032,S035,S032,1.283,3.97,0.86,3.88,5.1,5.51,heavy,1.3548,0.2134
S032_S037,S032,S037,4.195,7.43,1.62,7.26,9.57,10.34,light,1.9826,0.215
S037_S032,S037,S032,4.195,7.32,1.52,7.17,9.33,10.05,light,1.9693,0.2059
S032_S038,S032,S038,17.081,29.22,7.44,28.31,39.04,42.76,normal,3.3433,0.2506
S038_S032,S038,S032,17.081,30.95,7.49,30.08,40.85,44.54,normal,3.4038,0.2387
S032_S040,S032,S040,6.732,9.32,1.83,9.15,11.74,12.6,light,2.2137,0.1947
S040_S032,S040,S032,6.732,8.63,1.7,8.47,10.88,11.68,light,2.1366,0.1952
S032_S041,S032,S041,11.982,20.5,5.01,19.91,27.11,29.58,normal,2.9913,0.2407
S041_S032,S041,S032,11.982,19.01,5.21,18.33,25.88,28.53,normal,2.9086,0.269
S032_S042,S032,S042,4.396,9.11,1.68,8.96,11.32,12.1,light,2.1925,0.1829
S042_S032,S042,S032,4.396,9.7,1.79,9.54,12.06,12.88,light,2.2553,0.1828
S032_S043,S032,S043,13.104,32.83,8.94,31.68,44.63,49.18,normal,3.4557,0.2674
S043_S032,S043,S032,13.104,30.54,9.51,29.16,43.07,48.09,normal,3.3729,0.3041
